Team	RPREC	NDCG	CLICKS	DATE
風立ちぬ	0.161024	0.340206	3.0686	2018-05-1913:24:14
風立ちぬ	0.15267	0.325667	3.266	2018-05-2103:59:22
風立ちぬ	0.165864	0.347049	2.1046	2018-05-2412:35:15
風立ちぬ	0.168072	0.350347	2.1512	2018-06-0107:14:00
風立ちぬ	0.162302	0.344273	2.1958	2018-06-0413:23:15
風立ちぬ	0.168172	0.35056	2.0712	2018-06-0700:28:15
風立ちぬ	0.193629	0.35056	2.0712	2018-06-0700:28:15
風立ちぬ	0.189842	0.346912	2.1112	2018-06-1304:25:36
風立ちぬ	0.197331	0.357298	2.0844	2018-06-1515:44:56
風立ちぬ	0.197046	0.354398	2.18	2018-06-1802:44:20
